,RGnumSampled,variable,value,Location
605,60200,usearch.RG025,48.246,Governors Island
606,60300,usearch.RG025,48.254,Governors Island
607,60400,usearch.RG025,48.265,Governors Island
608,60500,usearch.RG025,48.276,Governors Island
609,60600,usearch.RG025,48.288,Governors Island
610,60700,usearch.RG025,48.297,Governors Island
611,60800,usearch.RG025,48.308,Governors Island
612,60900,usearch.RG025,48.316,Governors Island
613,61000,usearch.RG025,48.323,Governors Island
614,61100,usearch.RG025,48.33,Governors Island
615,61200,usearch.RG025,48.335,Governors Island
616,61300,usearch.RG025,48.34,Governors Island
617,61400,usearch.RG025,48.347,Governors Island
618,61500,usearch.RG025,48.35,Governors Island
619,61600,usearch.RG025,48.359,Governors Island
620,61700,usearch.RG025,48.367,Governors Island
621,61800,usearch.RG025,48.372,Governors Island
622,61900,usearch.RG025,48.383,Governors Island
623,62000,usearch.RG025,48.389,Governors Island
624,62100,usearch.RG025,48.395,Governors Island
625,62200,usearch.RG025,48.403,Governors Island
626,62300,usearch.RG025,48.403,Governors Island
627,62400,usearch.RG025,48.409,Governors Island
628,62500,usearch.RG025,48.421,Governors Island
629,62600,usearch.RG025,48.435,Governors Island
630,62700,usearch.RG025,48.439,Governors Island
631,62800,usearch.RG025,48.447,Governors Island
632,62900,usearch.RG025,48.453,Governors Island
633,63000,usearch.RG025,48.462,Governors Island
634,63100,usearch.RG025,48.468,Governors Island
635,63200,usearch.RG025,48.476,Governors Island
636,63300,usearch.RG025,48.484,Governors Island
637,63400,usearch.RG025,48.492,Governors Island
638,63500,usearch.RG025,48.501,Governors Island
639,63600,usearch.RG025,48.508,Governors Island
640,63700,usearch.RG025,48.509,Governors Island
641,63800,usearch.RG025,48.51,Governors Island
642,63900,usearch.RG025,48.513,Governors Island
643,64000,usearch.RG025,48.523,Governors Island
644,64100,usearch.RG025,48.526,Governors Island
645,64200,usearch.RG025,48.535,Governors Island
646,64300,usearch.RG025,48.541,Governors Island
647,64400,usearch.RG025,48.549,Governors Island
648,64500,usearch.RG025,48.549,Governors Island
649,64600,usearch.RG025,48.555,Governors Island
650,64700,usearch.RG025,48.559,Governors Island
651,64800,usearch.RG025,48.564,Governors Island
652,64900,usearch.RG025,48.574,Governors Island
653,65000,usearch.RG025,48.58,Governors Island
654,65100,usearch.RG025,48.585,Governors Island
655,65200,usearch.RG025,48.594,Governors Island
656,65300,usearch.RG025,48.6,Governors Island
657,65400,usearch.RG025,48.607,Governors Island
658,65500,usearch.RG025,48.616,Governors Island
659,65600,usearch.RG025,48.627,Governors Island
660,65700,usearch.RG025,48.632,Governors Island
661,65800,usearch.RG025,48.639,Governors Island
662,65900,usearch.RG025,48.644,Governors Island
663,66000,usearch.RG025,48.652,Governors Island
664,66100,usearch.RG025,48.656,Governors Island
665,66200,usearch.RG025,48.661,Governors Island
666,66300,usearch.RG025,48.666,Governors Island
667,66400,usearch.RG025,48.676,Governors Island
668,66500,usearch.RG025,48.679,Governors Island
669,66600,usearch.RG025,48.681,Governors Island
670,66700,usearch.RG025,48.689,Governors Island
671,66800,usearch.RG025,48.699,Governors Island
672,66900,usearch.RG025,48.702,Governors Island
673,66907,usearch.RG025,48.702,Governors Island
674,67000,usearch.RG025,48.705,Governors Island
675,67100,usearch.RG025,48.71,Governors Island
676,67200,usearch.RG025,48.719,Governors Island
677,67300,usearch.RG025,48.726,Governors Island
678,67400,usearch.RG025,48.732,Governors Island
679,67500,usearch.RG025,48.739,Governors Island
680,67600,usearch.RG025,48.748,Governors Island
681,67700,usearch.RG025,48.751,Governors Island
682,67800,usearch.RG025,48.759,Governors Island
683,67900,usearch.RG025,48.766,Governors Island
684,68000,usearch.RG025,48.771,Governors Island
685,68100,usearch.RG025,48.776,Governors Island
686,68200,usearch.RG025,48.784,Governors Island
687,68300,usearch.RG025,48.787,Governors Island
688,68400,usearch.RG025,48.793,Governors Island
689,68500,usearch.RG025,48.799,Governors Island
690,68600,usearch.RG025,48.804,Governors Island
691,68700,usearch.RG025,48.809,Governors Island
692,68800,usearch.RG025,48.816,Governors Island
693,68900,usearch.RG025,48.826,Governors Island
694,69000,usearch.RG025,48.835,Governors Island
695,69100,usearch.RG025,48.842,Governors Island
696,69200,usearch.RG025,48.847,Governors Island
697,69300,usearch.RG025,48.854,Governors Island
698,69400,usearch.RG025,48.859,Governors Island
699,69500,usearch.RG025,48.862,Governors Island
700,69600,usearch.RG025,48.87,Governors Island
701,69700,usearch.RG025,48.878,Governors Island
702,69800,usearch.RG025,48.883,Governors Island
703,69900,usearch.RG025,48.887,Governors Island
704,70000,usearch.RG025,48.893,Governors Island
705,70100,usearch.RG025,48.898,Governors Island
706,70200,usearch.RG025,48.904,Governors Island
707,70300,usearch.RG025,48.91,Governors Island
708,70400,usearch.RG025,48.919,Governors Island
709,70500,usearch.RG025,48.925,Governors Island
710,70600,usearch.RG025,48.929,Governors Island
711,70700,usearch.RG025,48.933,Governors Island
712,70800,usearch.RG025,48.939,Governors Island
713,70900,usearch.RG025,48.945,Governors Island
714,71000,usearch.RG025,48.951,Governors Island
715,71100,usearch.RG025,48.959,Governors Island
716,71200,usearch.RG025,48.967,Governors Island
717,71300,usearch.RG025,48.973,Governors Island
718,71400,usearch.RG025,48.978,Governors Island
719,71500,usearch.RG025,48.982,Governors Island
720,71600,usearch.RG025,48.991,Governors Island
721,71700,usearch.RG025,49.001,Governors Island
722,71800,usearch.RG025,49.007,Governors Island
723,71900,usearch.RG025,49.015,Governors Island
724,72000,usearch.RG025,49.018,Governors Island
725,72100,usearch.RG025,49.019,Governors Island
726,72200,usearch.RG025,49.027,Governors Island
727,72300,usearch.RG025,49.031,Governors Island
728,72400,usearch.RG025,49.034,Governors Island
729,72500,usearch.RG025,49.041,Governors Island
730,72600,usearch.RG025,49.047,Governors Island
731,72700,usearch.RG025,49.057,Governors Island
732,72800,usearch.RG025,49.059,Governors Island
733,72900,usearch.RG025,49.069,Governors Island
734,73000,usearch.RG025,49.073,Governors Island
735,73100,usearch.RG025,49.081,Governors Island
736,73200,usearch.RG025,49.091,Governors Island
737,73300,usearch.RG025,49.1,Governors Island
738,73400,usearch.RG025,49.102,Governors Island
739,73500,usearch.RG025,49.109,Governors Island
740,73600,usearch.RG025,49.115,Governors Island
741,73700,usearch.RG025,49.122,Governors Island
742,73800,usearch.RG025,49.129,Governors Island
743,73900,usearch.RG025,49.134,Governors Island
744,74000,usearch.RG025,49.139,Governors Island
745,74100,usearch.RG025,49.146,Governors Island
746,74200,usearch.RG025,49.152,Governors Island
747,74300,usearch.RG025,49.156,Governors Island
748,74400,usearch.RG025,49.163,Governors Island
749,74500,usearch.RG025,49.173,Governors Island
750,74600,usearch.RG025,49.175,Governors Island
751,74700,usearch.RG025,49.18,Governors Island
752,74800,usearch.RG025,49.185,Governors Island
753,74900,usearch.RG025,49.195,Governors Island
754,75000,usearch.RG025,49.203,Governors Island
755,75100,usearch.RG025,49.21,Governors Island
756,75200,usearch.RG025,49.219,Governors Island
757,75300,usearch.RG025,49.224,Governors Island
758,75400,usearch.RG025,49.234,Governors Island
759,75500,usearch.RG025,49.244,Governors Island
760,75600,usearch.RG025,49.251,Governors Island
761,75700,usearch.RG025,49.262,Governors Island
762,75800,usearch.RG025,49.267,Governors Island
763,75900,usearch.RG025,49.274,Governors Island
764,76000,usearch.RG025,49.282,Governors Island
765,76100,usearch.RG025,49.291,Governors Island
766,76200,usearch.RG025,49.3,Governors Island
767,76300,usearch.RG025,49.302,Governors Island
768,76400,usearch.RG025,49.306,Governors Island
769,76500,usearch.RG025,49.309,Governors Island
770,76600,usearch.RG025,49.31,Governors Island
771,76700,usearch.RG025,49.317,Governors Island
772,76800,usearch.RG025,49.323,Governors Island
773,76900,usearch.RG025,49.332,Governors Island
774,77000,usearch.RG025,49.335,Governors Island
775,77100,usearch.RG025,49.342,Governors Island
776,77200,usearch.RG025,49.345,Governors Island
777,77300,usearch.RG025,49.35,Governors Island
778,77400,usearch.RG025,49.354,Governors Island
779,77500,usearch.RG025,49.357,Governors Island
780,77600,usearch.RG025,49.36,Governors Island
781,77700,usearch.RG025,49.365,Governors Island
782,77800,usearch.RG025,49.372,Governors Island
783,77900,usearch.RG025,49.381,Governors Island
784,78000,usearch.RG025,49.385,Governors Island
785,78100,usearch.RG025,49.397,Governors Island
786,78200,usearch.RG025,49.401,Governors Island
787,78300,usearch.RG025,49.408,Governors Island
788,78400,usearch.RG025,49.416,Governors Island
789,78500,usearch.RG025,49.418,Governors Island
790,78600,usearch.RG025,49.425,Governors Island
791,78700,usearch.RG025,49.429,Governors Island
792,78800,usearch.RG025,49.433,Governors Island
793,78900,usearch.RG025,49.437,Governors Island
794,79000,usearch.RG025,49.441,Governors Island
795,79100,usearch.RG025,49.45,Governors Island
796,79200,usearch.RG025,49.454,Governors Island
797,79300,usearch.RG025,49.46,Governors Island
798,79400,usearch.RG025,49.469,Governors Island
799,79500,usearch.RG025,49.476,Governors Island
800,79600,usearch.RG025,49.479,Governors Island
801,79700,usearch.RG025,49.489,Governors Island
802,79800,usearch.RG025,49.498,Governors Island
803,79900,usearch.RG025,49.502,Governors Island
804,80000,usearch.RG025,49.508,Governors Island
805,80100,usearch.RG025,49.514,Governors Island
806,80200,usearch.RG025,49.517,Governors Island
807,80300,usearch.RG025,49.527,Governors Island
808,80400,usearch.RG025,49.533,Governors Island
809,80500,usearch.RG025,49.534,Governors Island
810,80600,usearch.RG025,49.543,Governors Island
811,80700,usearch.RG025,49.548,Governors Island
812,80800,usearch.RG025,49.557,Governors Island
813,80900,usearch.RG025,49.56,Governors Island
814,81000,usearch.RG025,49.565,Governors Island
815,81100,usearch.RG025,49.568,Governors Island
816,81200,usearch.RG025,49.576,Governors Island
817,81300,usearch.RG025,49.58,Governors Island
818,81400,usearch.RG025,49.586,Governors Island
819,81500,usearch.RG025,49.592,Governors Island
820,81600,usearch.RG025,49.596,Governors Island
821,81700,usearch.RG025,49.599,Governors Island
822,81800,usearch.RG025,49.609,Governors Island
823,81900,usearch.RG025,49.614,Governors Island
824,82000,usearch.RG025,49.619,Governors Island
825,82100,usearch.RG025,49.624,Governors Island
826,82200,usearch.RG025,49.63,Governors Island
827,82300,usearch.RG025,49.634,Governors Island
828,82400,usearch.RG025,49.641,Governors Island
829,82500,usearch.RG025,49.647,Governors Island
830,82600,usearch.RG025,49.652,Governors Island
831,82700,usearch.RG025,49.656,Governors Island
832,82800,usearch.RG025,49.657,Governors Island
833,82900,usearch.RG025,49.666,Governors Island
834,83000,usearch.RG025,49.669,Governors Island
835,83100,usearch.RG025,49.671,Governors Island
836,83200,usearch.RG025,49.673,Governors Island
837,83300,usearch.RG025,49.679,Governors Island
838,83400,usearch.RG025,49.685,Governors Island
839,83500,usearch.RG025,49.694,Governors Island
840,83600,usearch.RG025,49.698,Governors Island
841,83700,usearch.RG025,49.7,Governors Island
842,83800,usearch.RG025,49.706,Governors Island
843,83900,usearch.RG025,49.71,Governors Island
844,84000,usearch.RG025,49.715,Governors Island
845,84100,usearch.RG025,49.721,Governors Island
846,84200,usearch.RG025,49.725,Governors Island
847,84300,usearch.RG025,49.733,Governors Island
848,84400,usearch.RG025,49.738,Governors Island
849,84500,usearch.RG025,49.741,Governors Island
850,84600,usearch.RG025,49.744,Governors Island
851,84700,usearch.RG025,49.751,Governors Island
852,84800,usearch.RG025,49.754,Governors Island
853,84900,usearch.RG025,49.758,Governors Island
854,85000,usearch.RG025,49.764,Governors Island
855,85100,usearch.RG025,49.772,Governors Island
856,85200,usearch.RG025,49.781,Governors Island
857,85300,usearch.RG025,49.79,Governors Island
858,85400,usearch.RG025,49.793,Governors Island
859,85500,usearch.RG025,49.797,Governors Island
860,85600,usearch.RG025,49.798,Governors Island
861,85700,usearch.RG025,49.807,Governors Island
862,85800,usearch.RG025,49.811,Governors Island
863,85900,usearch.RG025,49.818,Governors Island
864,86000,usearch.RG025,49.826,Governors Island
865,86100,usearch.RG025,49.833,Governors Island
866,86200,usearch.RG025,49.836,Governors Island
867,86300,usearch.RG025,49.844,Governors Island
868,86400,usearch.RG025,49.85,Governors Island
869,86500,usearch.RG025,49.851,Governors Island
870,86600,usearch.RG025,49.857,Governors Island
871,86700,usearch.RG025,49.863,Governors Island
872,86800,usearch.RG025,49.867,Governors Island
873,86900,usearch.RG025,49.876,Governors Island
874,87000,usearch.RG025,49.879,Governors Island
875,87100,usearch.RG025,49.884,Governors Island
876,87200,usearch.RG025,49.89,Governors Island
877,87300,usearch.RG025,49.898,Governors Island
878,87400,usearch.RG025,49.905,Governors Island
879,87500,usearch.RG025,49.91,Governors Island
880,87600,usearch.RG025,49.917,Governors Island
881,87700,usearch.RG025,49.918,Governors Island
882,87800,usearch.RG025,49.922,Governors Island
883,87900,usearch.RG025,49.929,Governors Island
884,88000,usearch.RG025,49.933,Governors Island
885,88100,usearch.RG025,49.938,Governors Island
886,88200,usearch.RG025,49.94,Governors Island
887,88300,usearch.RG025,49.945,Governors Island
888,88400,usearch.RG025,49.95,Governors Island
889,88500,usearch.RG025,49.956,Governors Island
890,88600,usearch.RG025,49.963,Governors Island
891,88700,usearch.RG025,49.967,Governors Island
892,88800,usearch.RG025,49.974,Governors Island
893,88900,usearch.RG025,49.982,Governors Island
894,89000,usearch.RG025,49.989,Governors Island
895,89100,usearch.RG025,49.995,Governors Island
896,89200,usearch.RG025,50,Governors Island
897,89300,usearch.RG025,50.001,Governors Island
898,89400,usearch.RG025,50.008,Governors Island
899,89500,usearch.RG025,50.017,Governors Island
900,89600,usearch.RG025,50.024,Governors Island
901,89700,usearch.RG025,50.03,Governors Island
902,89800,usearch.RG025,50.034,Governors Island
903,89900,usearch.RG025,50.039,Governors Island
904,90000,usearch.RG025,50.046,Governors Island
905,90100,usearch.RG025,50.048,Governors Island
906,90200,usearch.RG025,50.052,Governors Island
907,90300,usearch.RG025,50.059,Governors Island
908,90400,usearch.RG025,50.062,Governors Island
909,90500,usearch.RG025,50.069,Governors Island
910,90600,usearch.RG025,50.075,Governors Island
911,90700,usearch.RG025,50.083,Governors Island
912,90800,usearch.RG025,50.09,Governors Island
913,90900,usearch.RG025,50.097,Governors Island
914,91000,usearch.RG025,50.102,Governors Island
915,91100,usearch.RG025,50.105,Governors Island
916,91200,usearch.RG025,50.106,Governors Island
917,91300,usearch.RG025,50.109,Governors Island
918,91400,usearch.RG025,50.116,Governors Island
919,91500,usearch.RG025,50.12,Governors Island
920,91600,usearch.RG025,50.122,Governors Island
921,91700,usearch.RG025,50.126,Governors Island
922,91800,usearch.RG025,50.133,Governors Island
923,91900,usearch.RG025,50.137,Governors Island
924,92000,usearch.RG025,50.141,Governors Island
925,92100,usearch.RG025,50.146,Governors Island
926,92200,usearch.RG025,50.151,Governors Island
927,92300,usearch.RG025,50.157,Governors Island
928,92400,usearch.RG025,50.159,Governors Island
929,92500,usearch.RG025,50.164,Governors Island
930,92600,usearch.RG025,50.166,Governors Island
931,92700,usearch.RG025,50.168,Governors Island
932,92800,usearch.RG025,50.178,Governors Island
933,92900,usearch.RG025,50.189,Governors Island
934,93000,usearch.RG025,50.192,Governors Island
935,93100,usearch.RG025,50.196,Governors Island
936,93200,usearch.RG025,50.201,Governors Island
937,93300,usearch.RG025,50.208,Governors Island
938,93400,usearch.RG025,50.213,Governors Island
939,93500,usearch.RG025,50.216,Governors Island
940,93600,usearch.RG025,50.22,Governors Island
941,93700,usearch.RG025,50.225,Governors Island
942,93800,usearch.RG025,50.232,Governors Island
943,93900,usearch.RG025,50.238,Governors Island
944,94000,usearch.RG025,50.242,Governors Island
